@relation dataSet

@attribute id numeric
@attribute clivi numeric
@attribute clt numeric
@attribute clwvi numeric
@attribute hfss numeric
@attribute pr numeric
@attribute prc numeric
@attribute prsn numeric
@attribute prw numeric
@attribute ps numeric
@attribute psl numeric
@attribute rlds numeric
@attribute rldscs numeric
@attribute rlntp numeric
@attribute rlntpcs numeric
@attribute rlus numeric
@attribute rlut numeric
@attribute rlutcs numeric
@attribute rsds numeric
@attribute rsdscs numeric
@attribute rsntp numeric
@attribute rsntpcs numeric
@attribute rsus numeric
@attribute rsuscs numeric
@attribute rsut numeric
@attribute rsutcs numeric
@attribute rtmt numeric
@attribute tas numeric
@attribute tauu numeric
@attribute tauv numeric
@attribute ts numeric
@attribute uas numeric
@attribute vas numeric
@attribute rsdt numeric

@data
76,50036.2535,97648027.5,73181.992,21227038.5,18.581044,1.170676,18.506809,4383878.25,100267530000,100687057500,247988405,186133970,163526315,188441125,275921670,178833745,202101730,208882.95,377085.1,305122.075,418793.6,74971.815,134555.04,604068.3,491603.675,-178249295,261968335,18485.6805,10382.013,263719260,919057,467644.625,1188520
223,4152.9281,40381629.5,25208.231,15816086,17.497904,16.941391,0,34240488.5,100969427000,100971637500,393953625,381147290,264463035,273053200,455152955,278110950,286211065,304646345,352113550,375937000,417765315,13912077.5,16250356.5,84295830,43273820.5,117001620,297564780,-77712.4075,38255.8985,299278870,-5675313.95,2415074.2,479408385
234,13139.71705,51132276.5,40044.683,20433034.5,43.496861,42.82397,0,32061093,101380597000.000016,101380597000.000016,394381790,376405350,253570565,273624040,455329480,267108045,285404050,165204135,212344970,210356225,253856285,10283918.5,13332905,78914967.5,36254921,-42506432,297078885,-85525.935,-28734.207,299307875,-5156400.9,-2283515.2,303516585
237,3013.98325,25068710.5,15306.906,4146219.15,22.339371,22.159498,0,37274543,101202380000,101210480000,394349580,388378810,260098970,268851500,454230585,273634920,282033175,234421215,257506800,288531660,309968915,12561093.5,13868363,58789712,37774637.5,30369583,298458280,-81257.417,-16058.9965,299129435,-7093357.15,-1632709.12,362794210
204,42210.061,93671595,56046.245,-13014168.5,13.286221,0.420703,13.213225,3535847.35,97324040000.000016,101884505000,205280930,163482245,157915420,171707610,238192085,177779295,190701720,10279180,16972904.5,11258984.65,16511257.5,3406709.9,5246074.2,16475820,11297801.5,-162385725,253812155,27494.7725,-106518.8925,253726645,622461.87,-982327.9,31869392
196,8356.1795,49623264,36551.502,20714356.5,42.54714,42.193882,0,35862943.5,101512832499.999984,101566168000,399057580,387127075,244130005,267823310,461077100,258815050,280732275,169159755,209393345,214394580,252742535,10603038.5,13233787.5,74794267.5,37158037,-30290672,298331865,-80588.215,-36209.7305,300246330,-5642302.5,-2278113.65,303318650
15,38044.028,93058300,54419.04,-23689037,14.585412,1.245513,14.40505,2893139.05,86667789000,102040929500,196846500,153990075,153786165,169384775,231572365,174268440,188829395,10299085,17261793.5,8382836.3,12096742.8,5940760.2,9633479.85,19241532.5,15581512.25,-161653910,252138810,-30126.9765,19729.072,251760115,-631002.2565,-187809.92,31856062
249,15260.5505,98766260,21128.537,7960342.02,5.616241,0.065063,5.615427,2159316,100930447500.000016,101036415000.000016,178666175,148466845,156807625,163941700,221417190,170777665,177490455,0,0,0,0,0,0,0,0,-170777665,248647275,-14803.233,-20009.8308,249387055,-1062284.85,-1710066.97,0
214,32715.4145,57786478,42678.237,-149136.895,10.708482,1.639208,10.6368,4103325.25,96426775000,97894310000,219220170,196725775,181782625,197065920,291298940,209122305,223416670,319459280,371554450,214850100,238701145,160852370,187227355,227283260,203789275,32733544,267737930,-103521.305,20436.3745,267413605,-2926936.25,1591245.75,469139120
260,15976.475,97137767.5,23076.294,-20480521.5,4.919829,0.072952,4.918646,2479535.55,100926275000,101969757000,178535930,148895625,153347320,157988630,207561530,170791810,175164400,294610.9,403853.75,258693.935,292294.95,214095.25,293416.25,576222.4,542865.05,-170279175,246650850,40285.9265,-50302.352,245047345,778819.775,-665611.1,1088854.65
198,55985.375,78935322.5,77541.6495,3026148.15,20.295973,4.657188,18.433336,6943141.85,97953525000,97953525000,258851425,222041365,185879085,205598330,314643020,214471825,232759770,276478865,361331925,304419185,370264025,34026727.5,47672248.5,143411255,78860179,114166147.5,272376020,86085.3285,8922.6382,272884500,4874779.45,47609.4,472049210
63,72688.4855,65801723.5,182890.4565,44111675.5,95.685212,56.765282,0,40289844,100600829999.999984,101031204999.999984,396370685,380754080,219941820,263471925,460576310,236536705,277217175,160264855,242909640,221523535,299530395,8817091.25,13312141.5,123798855,48439545,2687202.5,296830215,-135162.392,-117017.6,300151200,-6047557.5,-5655313.75,363022760
170,20396.442,79125717.5,187314.095,36037620.5,85.648167,71.777937,0,42151190,101350052000,101350052000,407930875,384175325,222590385,261197830,452326950,239200585,275081035,110088992.5,199561700,163795085,247598460,6744730,12368626,124070890,42319937,-59610084.5,296600020,-145014.78,-126163.6175,298793035,-7144038.65,-5572215.4,303661400
138,5986.4802,71954690,10319.8577,-3534187.65,2.00661,0.549693,2.006062,739472.325,71663285000,98756602500,143926005,117497312.5,148142340,156844465,209069230,177391910,185622185,373684570,417312715,113888825,119208175,298947645,333850170,345896500,340543850,-34491973.5,247007890,9190.47293,-63165.424,246036090,-281889.09,-2195522.55,488796420
128,22108.886,96395090,26716.5395,249824.045,8.436252,0.069824,8.436221,2008021.8,100924485000,101530125000,169359840,144466790,152949875,158849105,211035455,167597600,173171970,0,0,0,0,0,0,0,0,-167597600,246881380,9755.9757,-44772.44,246499850,1275468.2,-3807322.65,0
71,7923.45165,56105795,12889.7994,-2309474.65,3.826058,0.281575,3.826038,643090.78,71198480000,98611788000,134599465,112876760,146454215,153020650,202271290,177570780,183761025,376951140,406286695,110089783,112837540,301560915,325029355,330000000,327206950,-38456230,245129305,-152100.795,59801.411,243951285,-2298473.25,1793387.9,469114550
41,76074.7325,82980585,161914.895,-13849021.5,27.903127,4.001475,3.358119,11181850.5,100083315000,100083312000,299153750,248665725,194681250,217929240,333178585,220282250,241621905,213667705,369991780,278584615,413531475,11220123.25,19657075,184493760,52413738.5,82813742,277280795,193573.2,-23382.187,276824720,9061308.5,-1732302.7,487589740
246,45446.901,66979140,73458.4185,41665654,64.707065,62.801335,0,41793937.5,98502204999.999984,100777942000.000016,406338285,401682970,205590615,262619540,468650815,223023205,277516670,283898575,349264825,319792935,376567870,51669540.5,63566197.5,137593350,83094195,118865602,300169480,-4183.693,-35378.89,301180865,-341474.11,-624119.98,479482150
165,54449.031,85093740,95777.155,17998185,26.443861,11.389398,14.049988,8263657,98537512500,98537510000.000016,276240265,234031520,189620595,212972060,331057370,217035410,238653085,248285340,355388700,298648925,392117295,14628239.5,21514594,149261505,57651327,106002030,274905610,162554.47,14862.479,276383835,6628785.5,404111.5,472298950
147,59525.6775,69112627.5,129781.77,4676448.04,21.716956,13.773425,0.021985,15863206.5,99046924999.999984,101889745000,314198810,280172455,197825465,230358490,365160465,216542350,246619825,68718355,109459250,85733387,121406045,10851527,17295784,69763501,34761991,-119764655,282910200,88071.015,-30135.71,283008910,1250129.9,-71603.02,166541190
49,20796.513,71077245,52352.8535,8312659.5,101.40832,101.27737,0,50429321,100884285000,100920537000.000016,415770260,407308515,217937240,257923695,466140930,233790290,271488875,221105235,288607215,287934965,352620870,10910931,14417939,107161517.5,44066114.5,72012977.5,299307670,13635.952,9185.2615,301068170,2807963.05,1689406.35,412964775
90,61981.51,98573975,86371.38,-19258470.5,18.957965,0.867706,18.718336,4819904.3,100791520000,101687898000,228855765,179751800,158877105,178842765,252015395,176993630,195646705,8989171.8,15382863.7,10122014.8,14878328.35,3538473.2,5740132.75,18023455,13336201,-162660105,257411160,136414.27,57632.228,257285820,1354402.8,905232.6,32356984.5
245,24547.95925,83727997,41820.432,9111713.5,10.223945,3.671839,9.645671,5872580.3,97856570000,97856570000,254656450,214418170,184871515,204132375,310893220,211923065,229895720,268745665,356904355,256981485,317502050,73674851.5,97674182.5,186099800,126588000,71244468.1,270959675,3027.6875,9126.28765,272021865,-133014.5,799065.14,469267340
85,9896.04765,74672417,12419.13425,-2389006.95,4.88812,3.147819,4.887147,2542707,86576430000,97914850000,190052000,168661880,169375375,180957460,257588005,197651035,208551370,357309530,396547040,138163225,146414748,274113895,303474895,321831540,313611865,-30700958,260250530,7776.00953,-57679.737,259164025,-272224.17,-1520974.5,488781615
129,104870.12,75718432.5,202396.36,-10736301,41.361886,4.674378,2.67405,12214483.5,100360045000.000016,100360045000.000016,297643615,254575110,189510590,218981400,338919470,215492190,242667915,229414315,368245375,291772080,413050070,11911763,19515608,171305275,52631111.5,100534820,278336945,183630.035,-37925.7845,278007940,8522421.5,-2617531.9,487332280
72,6032.52875,84108475,10121.3008,-1792325.6,1.421897,0.040749,1.421194,518959.55,67710905000,99229845000,129364055,102347507.5,139073930,146606485,192809345,168895005,176047400,376777910,426450195,111885482.5,117314223,301422330,341160170,355843765,350378350,-28249740.5,241467110,-31111.573,-29309.659,241113005,-1953253.45,-944254.6,496489025
224,70387.658,91632385,351164.96,-4915445.7,128.181707,114.934918,0,50180747,99425095000,100820824000,418545810,395080980,184819160,252538400,442668740,203041595,267332335,157964325,290864510,218563340,328243530,23536684.5,43338812.5,174404195,68283770,35649139,297208740,123440.8865,-29824.825,297222290,921936.725,-269803.55,413094940
110,29866.366,53240472,60352.13,16993852.5,12.387149,7.52777,0,21623408.5,101902610000,101902605000.000016,353345035,334412310,233701920,259949725,422633530,252204595,276410585,306456730,371576400,369425515,428590545,14239162.5,17552012.5,103685390,45803890,138122015,292139680,-75079.135,32138.156,293781250,-5530987.3,2156567.95,494012000
188,52862.019,81806535,83243.352,1640362.27,19.496027,4.798648,13.938732,7715519.15,97959535000,97959535000,269702560,226631810,186384550,207015900,318154650,213820785,232943660,248597695,357507080,296998840,390999460,16298039.5,23916043.5,150846650,58715988.5,107540252.5,273199955,103565.994,-18722.7245,273641265,5380519.25,-1125034.475,472207690
19,61422.3565,82054760,81807.583,5861893.1,20.373531,3.275274,20.301781,5455713.75,97525935000,97567802000,251617150,206658835,174630875,199009845,299047500,203861950,226578130,276118295,365016145,186280175,223754560,154193865,201739905,255235175,218329840,10043861.5,268811135,-25156.847,30508.744,269369735,-1024770.837,1886339.27,469141000
155,53087.88,90094650,94435.435,39049262,40.973498,28.791433,21.479016,8039369.15,99936190000,99964535000,288819795,242310800,190285760,220433310,349752855,207480370,235366825,9464428.5,15359107.5,12754382.75,18290702.5,1676503.3,2749851.5,15203011.5,9747291.5,-190551995,277020145,45351.21222,-3488.07111,280188470,1666702.875,-595434.04,32131385
122,28148.004,68632895,59328.2465,4463359.95,16.509993,8.549703,16.083985,3816089.5,65307566500,101816459999.999984,232577410,188279685,189067520,211070040,288886950,208372740,229147000,133345470,179316550,124840170,157082330,37597065,50846393.5,99333425,67666335,-70334062,267684345,196661.55,26008.852,266743175,1445080,728693.31,237372100
28,8011.24865,83886640,9443.12015,-9878425,2.1707,0.000673,2.170642,1605598.7,96910840000,101648084999.999984,150412380,132819480,145347135,147205580,187160965,160749135,162521780,0,0,0,0,0,0,0,0,-160749135,241913175,22731.6605,13722.209,239144215,1306148.4,133697.525,0
59,53995.414,76397530,88908.062,12354589.5,29.426311,15.045811,13.304467,8914987,98178315000,98178315000,275369360,242524840,193616080,215952415,340409820,220650050,241328185,265882075,355675715,315208205,393736100,15715205.5,21413805.5,133166470,56214626.5,118539650,277176120,169858.76,-6321.8845,278315430,6882709.25,-918602.73,472356155
164,212.014582,75557508,50288.9165,14322598,3.84208,0.704774,0,17446444.5,101403209999.999984,101403205000,383930255,335070085,265731770,276726880,426971390,281058085,291103500,253683855,365341130,320928345,417194650,11561034,16983049,138363250,43847492.5,60085982,292879510,-51233.412,59805.0375,294535570,-4223791.35,5291741.5,479507330
242,8420.15085,40128009,32373.296,11313630,7.183344,6.324695,0,14735561.5,101597320000,101597315000,313186020,292971915,234545115,247121665,387627385,254201805,265794830,316856815,377573030,374148265,427751965,15332466.5,18448124,99919640,47412271.5,142008550,286400030,75634.77,9926.39635,287498115,4709066.6,-172164.07,496130020
51,21252.9245,97572777.5,23731.9775,-2032585.965,6.088686,0.041791,6.088437,2429564,100678397500,100879025000,178686835,150625055,154186620,162610775,219799445,168172290,176125845,0,0,0,0,0,0,0,0,-168172290,249549200,-8706.78535,17129.0858,249056590,-1200581.975,1115482.635,0
57,127.600891,58183991.5,36390.867,8363052.5,5.974754,3.754383,0,17715733,101831972000.000016,101832105000,367693985,331934735,266319810,273724445,419011085,281167035,287928145,265701080,360466905,334844055,415941185,12129041,16740905.5,124508110,44902695,73751235,292141820,-88452.397,40208.015,293152175,-6989898.8,3289150.2,479426380
199,11319.660881,49633480,55847.312,18272751.5,11.618952,3.401681,0,17060259,101985667000,101985665000.000016,348622100,319631950,259731585,268969210,413990300,274920570,283353850,296353570,374880630,359813980,428434940,13837226.5,17678968,113357365,46026434,105605730,290490600,-72551.1425,67997.34,292270050,-4876883.5,5143995.4,493883650
13,2835.3896,30438122,14207.7215,8841173.5,22.181939,21.999038,0,39686027.5,101123560000,101123557500,406346815,399691590,261170800,269777815,470798400,274201480,282216450,264931550,287220815,333384340,353575395,13046025,14212218,62970061.5,43178169,75847290,299625715,-2997.51125,6715.97115,301818435,-714664.18,1627620.45,413018830
145,40771.289,87314240,65625.1165,-13757058.5,10.133873,0.415469,9.056216,4753238.7,93609405000,101987650000,217532755,179363365,165320335,182068315,254005360,186307430,201975120,42415651.5,62808866.5,33871965,45979706,21480068.5,30298202.5,53317005,41404521.5,-144136015,258272220,107829.725,-57083.7085,257686985,1907190.45,-676475.88,95488420
35,4598.72625,72101048,8396.8273,-2980751.7,1.111311,0.04809,1.111306,450208.06,67493494999.999992,99307380000,124881435,99362885,138125325,144758465,189838895,168797380,175089100,380105690,422491535,110387148,114741440,304084550,337993230,349330505,344927625,-29315354,240958235,37373.172,65916.475,240132530,1637383.05,1695591.25,488812535
65,58736.027,74782870,165469.545,-9339321,24.39411,3.188894,1.029283,14917514.5,100903495000,100903489999.999984,314776200,269365330,202238625,226177220,350577820,226593430,248567635,208793875,364461890,278098920,412786230,11017589.5,19613880,184809775,53049797,76185240,280658110,148133.388,-1501.36419,280361940,7280009.65,-596174.885,487588450
159,6802.4785,42462200.5,37122.6925,10234497,21.765514,21.658931,0,34176491,101452780000,101452780000,392561935,382505310,248217915,266375850,456837310,263936800,280799335,297316370,354805085,365645115,418666815,13583079.5,16352137.5,94315405,42314596.5,121181215,298043260,-46041.135,-8436.3076,299557780,-4982114.05,-938749.53,479433410
254,37395.9915,95267180,71787.777,65222013.5,18.030619,4.293669,17.206902,4351057.05,100630815000,100637533000,257789950,196189640,172808145,199555700,300613420,188560110,213476305,194420.325,362773.05,311305.165,452947.9,45256.62,83895.65,568300.3,428168.4,-187977835,265595165,-52060.3935,-127031.1,269585010,-2409923.3,-5418029.2,1150574.1
126,65883.65,77181415,144855.52,-6184724.7,27.714412,6.583248,4.700044,11045029,100157850000,100157850000,293274530,250302610,194906060,218418625,338106305,220678070,242367035,233333320,369901975,294489440,412914735,12383646.5,19908985,168822525,52883636.5,97939208,277848160,189057.07,-44270.413,277841370,8875467,-2444312.15,487439790
266,8323.64065,39926345.5,29739.7485,5889967.3,42.082165,41.988337,0,39979109,101168887500,101168885000.000016,401345720,393145250,248113575,267002040,459378965,263079800,280581620,256733720,295939745,319850845,356600345,12707548,14834625.75,76426900,40418888,73555740,298808075,-11647.5539,-33134.9505,299972460,-1331427.175,-3646485.25,413062435
3,37549.415,98325117,48620.483,-6507502.75,11.87085,0.082705,11.870687,3518502.45,100572282500,100782010000,204880845,163518700,155496160,169422245,233857900,171043510,184097750,357253.88,427296.85,289517.225,331467.15,214284.78,255948.72,637048.3,595397.75,-170476005,252631635,35645.63,10535.156,252548890,916467.8265,553298.1,1204556.8
240,80030.2525,67359401.5,165084.175,-11553253.5,29.515356,3.807967,0.133266,16447287,100804582499.999984,100804775000,315274675,279386585,200147700,228694935,360322200,224666205,250903425,239927575,363732790,304550245,414232575,12465879.5,19226333.5,158882015,51554865,103994347,282789275,115837.758,-35296.518,282294525,5942546.35,-2450634.25,487542585
206,6362.39305,85586280,10814.1347,-14335229,1.967906,1.273862,1.965239,2621320.8,86060680000,102838215000,188624465,160159785,166070440,174589810,243323250,187904860,195885550,49580582,64399659,48511572,59629430,12466629,16422471,39630533,28687668,-131398025,256304110,365367.665,-58287.945,254908850,3079888.45,88606.4245,96137370
166,30.360232,26773870.5,9307.3945,6390794.15,5.484462,4.996784,0,30822398.5,100839765000,100839765000,387618730,380098525,281028375,282972915,450808275,293211185,295299725,290053985,304742160,345157865,358340435,14159908.25,14975333.5,51896761.5,38948760,67888137.5,297561250,-54059.5075,5703.843,298564150,-6174483.2,552142.185,412996075
220,111251.455,71987812.5,199259.025,-13164716.75,36.555601,3.188217,0.727609,12865740.5,100494402999.999984,100494400000,305386060,260264650,194549130,221980800,343842035,219812545,245071385,212011705,366821430,278221030,413453890,11205909.75,19547644.5,184892905,52563821.5,82991042.5,279492520,150818.337,4894.11765,279009750,7776554,-447094.3,487696500
68,61459.42,83186827,159244.507,44396062.5,44.514778,28.670251,0.089667,21576529.5,102300242000,102301235000,354381920,312610220,202691395,243724215,407453850,220303415,257928690,57298815,107064730,80816430,126776685,5346041,10041172.5,74398725,29339722.5,-128267475,287841950,73842.4585,8181.185,291103265,3908530.35,70909.3,166434660
64,29223.3505,62950450,80587.2275,22981821.5,39.959557,36.003854,0,25964739,102273205000,102273205000,374722120,348730800,229389365,258853195,436177940,245791665,272774595,113204120,161818315,146667135,192010290,8407534,12069715,77301165,32880071.5,-86155662.5,293823520,-31113.5725,-7996.71015,296099515,-1924853.615,-133394.495,236937170
16,16069.4065,36347297,32726.7695,37107084,3.820494,2.329702,0.064448,4863698,84440880000,102477800000,245488710,229389330,212707025,231969840,338635925,231176200,249154580,153241030,175558700,155960170,174881840,27896372,31958782,68613933,50026065,-62553215,277695300,-98904.21,-14533.2125,277343705,-826554.825,-337868.38,237236925
105,71814.1315,77145710,187384.51,-11871087.5,26.242546,6.564744,2.124541,11532275,101037614999.999984,101263075000.000016,295554170,250955705,192009235,218236950,335258255,210351950,234612220,31903227,57773232.5,42365307,64554910,5552420,10089732.5,45323644.5,23542860.5,-159849475,277045935,140178.465,129299.54,277119375,2088233.2,2392920.9,95826130
255,14510.6075,62935605,58450.527,34415816.5,21.414377,20.060427,0,17919750.5,101615670000,101615667500.000016,344840160,312064485,230005825,252349800,412735740,250017550,270441865,268976535,372282075,334995575,426233225,13127785.5,18537331.5,138185645,48810508,107935365,288805570,51510.52,16279.2865,292025670,3465592.75,1028744.85,496138565
136,59883.706,62858106.5,140418.075,13110606,27.806175,8.598535,0,17950923.5,102195182000,102195318000,335392500,302623490,219185660,245140665,394482835,240228335,263942990,255405460,373262825,321636320,426224265,12292932.5,18415976.5,151059625,48690265.5,104708590,287234190,87096.855,-18429.332,288763325,5313137.5,-931512.085,495996550
39,75284.995,87009805,137022.485,-3787673.45,24.162927,4.803108,11.447343,9266226,98870114999.999984,98870114999.999984,287491670,236438835,186529890,211648335,324855875,214194390,237423180,216530220,354654420,272444930,392840195,12680955,21371941.5,174859880,56914997,83195505,275015880,156249.875,2449.151,275079700,7165641.25,-828775.83,472249770
158,10305.302,58283998.5,27411.352,6783532.5,32.234465,32.129257,0,41646175.5,101111270000,101111265000,403752030,397262940,225536465,261797325,461356900,241724480,276312000,251718195,291751705,315472035,355143115,12248513,14378455,80038397.5,41377337,91237860,299168210,-43829.251,6868.7846,300294990,-5523980.2,910014.7,413000750
228,45563.735,75590262.5,72087.335,-784391.675,17.906239,5.377901,11.136248,7714142.8,97975745000,97975745000,265546430,228582725,188353645,207881800,320773180,215828490,233926090,262297210,358109740,310254930,393386015,15861560,22034112,137781650,56329559,118457595,273914160,107316.027,-22174.933,274204950,6283573.5,-1735028.75,472067740
48,60420.47,98134522.5,94391.398,78092180,25.007655,10.396089,24.741269,4942436.6,100757622500,100805640000,268929290,205161805,168782665,204975600,316160600,187962165,221630775,7102603.2,15516698.25,10400160.5,17691078,1351317.65,2910672.75,17437982.5,10254183.5,-173400205,268172665,31130.4638,-77061.731,273180810,1393438.965,-2875646.2,31999939
52,6037.37985,84108475,10125.0802,-1798410.7,1.42072,0.039533,1.420025,518958.81,67710905000,99229845000,129363285,102346725,139073160,146604715,192805695,168894285,176045740,376760680,426453005,111884855,117314695,301408550,341162400,355846295,350379805,-28249680.5,241467705,42786.2535,-1231.1847,241112620,2049019.8,-711710.775,496490905
144,44828.0105,69939293,89953.8025,2129546.1,24.076965,17.097154,0.019543,13578494.75,100285685000,100285685000,304566805,272254415,199557145,227829645,364300550,224813515,250893730,267165360,366957240,324947940,413968720,13989555,19710485.5,139039910,51827427,123642510,282604250,185749.21,-59119.355,283075930,8380749,-3216004.6,487495920
139,185.985207,19333279,10059.9,4523357.9,6.093629,5.614721,0,33291945,100962325000,100962325000,384386670,377699505,275829730,278275755,443202460,288726960,291091945,286177350,301527585,342827280,356706455,14562224.5,15465504.5,54100338,40458668,70141035,296472660,-41956.5175,20841.0445,297296765,-5397937.5,2485634.35,412968335
222,6036.57335,84108475,10135.81625,-1955556.2,1.420806,0.040293,1.420104,518988.23,67710905000,99229845000,129374325,102357970,139236155,146785040,193119980,169049535,176217550,376775140,426451750,111886340,117314622.5,301420120,341161395,355844315,350379345,-28403526,241525880,22259.666,-28268.406,241218100,845808.365,-2140111.75,496490330
79,1207.809,18230937,9889.92,78904878,0.007062,0.000001,0,15014458.75,98275507500,100934965000,351811570,349383935,277520615,284518640,465525055,290186995,297209150,237060635,243777940,269338900,275591220,43145034,44367585,77555832.5,71454638,-4857528.7,299806505,-75499.587,-21146.8873,300219065,-1626417.9,-686952.755,362885295
55,6027.4853,84108475,10120.4527,-1855658.9,1.423083,0.041491,1.422379,518972.415,67710905000,99229845000,129368585,102352117.5,139132370,146672815,192925810,168950720,176110640,376751000,426452965,111882447.5,117314485,301400790,341162370,355847305,350378635,-28308479.5,241488915,-22241.314,33779.604,241152320,-615008.355,2128888.1,496489545
173,11613.6512,51167943,39800.8275,10940470.5,9.167226,8.584943,0,23276051.5,102196460000,102197545000,355681220,337152500,236328085,256675985,424505750,254518695,273316160,307906175,371396670,372303055,429327330,14285726,17560136.5,101036808,45122555,138529950,292505050,-19873.2745,-5883.02065,294106995,-2116017.2,-837779.4,494085450
267,88929.79,72101320,163346.315,-8785026,36.633208,8.501452,5.203531,11026175.5,99996549999.999984,99996549999.999984,288388855,251719640,193592745,219547990,340638015,219873840,243759920,251362945,370381730,308904710,413145535,13279730,19777244.5,154573510,52561517.5,112931015,278430535,238933.995,-8755.1161,278362030,9623076,-838195.98,487378380
218,104101.993,64893693,205221.59,6674712.25,65.892287,40.649467,0,31925607.5,101708674999.999984,101708674999.999984,378364715,357390790,215875595,254965790,429467945,235683735,271432785,236335135,361985610,313029905,427765985,10912317,16990109,159001495,46651945,99380195,293988310,-16571.16655,-25331.4555,294959015,-1091860.085,-2087234.15,494065435
31,1028.84944,46830629.5,115720.303,98667008,4.986783,4.938243,0,36063521,98064565000,100696263000,416298830,401171210,262129035,277341950,485057520,275832475,289849770,209024580,301750120,257379700,332729740,31144660,44960766,137369860,63396324.5,-219612.5,303700810,-210543.825,-141795.7425,304060410,-1242223.45,-1042035.7,412982735
2,6026.36185,84108475,10116.12365,-1792014.35,1.421413,0.039611,1.420711,518965.725,67710905000,99229845000,129363700,102347140,139074150,146606275,192808560,168895200,176047195,376780975,426450300,111886153,117314300,301424785,341160250,355843400,350378585,-28249267.5,241467100,-15848.269,-39700.296,241112820,-1371407.65,-1681195.95,496489350
99,6002.58718,20560989.9,17202.00965,27738469.5,0.587109,0.522684,0,10798249.75,100010165000.000016,101924650000,311143320,305983490,260843395,271116560,411108350,274796340,284827990,210515155,222343525,176152895,183690120,88232932.5,93190545,112406730,105023723,-83587715,291431715,-32099.257,-75254.754,291166395,-1010779.07,-2455991.5,303615355
195,70034.626,76205893,160428.507,101664675,27.782806,13.979663,4.308047,13465410,102361085000,102398840000,340218655,293008350,229088820,258097200,414163820,245067275,271714710,81806135,151134800,121313222.5,182676980,6022742.7,11147268.5,102740800,42480316,-110504459.5,285059905,13008.525,-98029.455,292274790,358338.7,-5554972.7,237303615
46,7498.20515,24854308.5,9938.19325,24026073.5,0.000219,0,0,8497002,96227728000,101583073000,294795795,290372940,248367775,261447520,399658925,264494135,276703855,212193745,218868370,181775050,186447500,86177827,88888580,106852745,102261587,-67841995,289759910,-92801.98,-5214.7705,288968995,-2314527.9,-867198,303504885
149,18330.8915,67048488,49808.416,7504825.5,11.990936,5.159901,8.353097,4343797.85,94995817500,102431075000,223016300,186568190,180652405,190303720,266747380,204001670,213004640,82227522,110503862,83316270,103008655,25513910.5,34132457.5,72472415,53126585,-109682460,261674765,170261.165,203.025,261286680,1700699.9,418956.8672,166791625
191,85487.3695,77741635,181561.7,-4294598.745,34.17985,6.008206,3.000812,12341844,100407712000,100408269999.999984,300632000,256329590,191661960,220777795,344110460,217613695,244339315,220276475,368029240,283720240,412854905,11640987,19706601,179056870,52740813,90629989.5,278917150,249656.915,-33747.4625,279064910,9679904.5,-1638587.95,487300550
33,4446.40905,80538555,6281.12825,-4359581.15,0.907246,0.01055,0.907242,294607.645,61647387500,99825570500,103979615,84717007,128696610,133302103,171394055,159596475,163968450,396197790,427731950,108701250,111137495,316958220,342185565,350975295,348483520,-21755775,235426705,19434.9115,22821.257,233990055,1132308.4,996931.27,488815995
253,11301.127,64812333.5,12769.71675,-19976041,3.371427,0.000379,3.371423,1423775,94604625000,101538560000,144988665,129619227.5,140826640,142785500,176985540,156367235,158236095,0,0,0,0,0,0,0,0,-156367235,240891350,147053.22,-20968.3635,235865125,2588200,707566.675,0
5,32770.8535,87451137.5,43735.113,7308289.5,10.48645,1.912173,10.466224,3400656,100861065000,101711769500,209661875,170741640,159710220,176928215,249418300,176992660,193098420,208962.975,374049.4,288816.35,396414.85,82622.15,141415.835,608397.95,501983.95,-176428365,256540995,14195.702,926.3495,257000775,1201929.1,792182.05,1172694
27,12302.2495,71755069.5,42360.009,11227750.5,83.206241,82.828153,0,44453871,100770815000,100770815000,420754510,411530445,235036325,271825800,473076200,247031940,285238000,202688445,257697670,256673500,311355875,10776920.5,13804956.25,89304765,36684734,26612731.5,300982840,-118068.62,-28923.588,302181850,-7699054.5,-2018549.85,362949430
107,64403.6025,85119520,99145.585,6186074.05,18.752189,1.308378,15.810912,7232524.15,97367793000,97374527999.999984,274668330,220273710,177201025,204524730,311945070,205093100,230523835,211713305,350636265,235004055,338691560,43606268,72279435,207582840,105721920,56536125.5,271623235,-23665.0155,15073.7495,272265225,-1335340.4,360165.055,469212080
30,45036.949,79698107,120320.01,8953715.5,219.582745,217.59604,0,50313541.5,100850865000,100850863000.000016,425980500,411230615,191384370,259452790,468830475,209917605,273477235,155696230,255228100,213128610,310484315,8230130.7,13588195.5,131106355,37423975,21812713.5,300312835,-67396.6175,-17404.738,301501770,-5098403.45,-1148780.2,362836675
256,4232.19495,71980700,4601.87965,-32255053,0.905388,0,0.905271,637271.725,71808644999.999984,101173790000.000016,115985395,104289400,128867998,131149095,159123985,147516905,149655475,456140.4,486947.8,223136.185,234203.635,364912.33,389558.225,644493.2,633467.55,-147026435,234410400,55787.596,-56708.2835,229940040,3015580.75,-2159385.7,1134965.65
62,67212.465,92237110,112454.3165,-18426146,22.177867,1.824841,18.911833,5768838.9,99452845000,101601765000,248735365,194563190,166802730,189738160,273084325,184503975,205900625,7742412.5,15061086.5,10316284.7,16560293,2362175.6,4141430,17744042.5,11593295.8,-169957660,262884900,116975.026,74981.5925,262783100,912379.15,1067578.75,32290346.5
