@relation dataSet

@attribute id numeric
@attribute clivi numeric
@attribute clt numeric
@attribute clwvi numeric
@attribute hfss numeric
@attribute pr numeric
@attribute prc numeric
@attribute prsn numeric
@attribute prw numeric
@attribute ps numeric
@attribute psl numeric
@attribute rlds numeric
@attribute rldscs numeric
@attribute rlntp numeric
@attribute rlntpcs numeric
@attribute rlus numeric
@attribute rlut numeric
@attribute rlutcs numeric
@attribute rsds numeric
@attribute rsdscs numeric
@attribute rsntp numeric
@attribute rsntpcs numeric
@attribute rsus numeric
@attribute rsuscs numeric
@attribute rsut numeric
@attribute rsutcs numeric
@attribute rtmt numeric
@attribute tas numeric
@attribute tauu numeric
@attribute tauv numeric
@attribute ts numeric
@attribute uas numeric
@attribute vas numeric
@attribute rsdt numeric

@data
258,27750.9835,85949630,38529.1615,17931295,12.174949,2.68925,12.174739,2422264.2,99895452500,101060170000,204671485,163424350,163019820,179386575,256239845,179750075,195093275,324951.47,386927.05,418554.95,478487.88,74851.775,89021.125,441239.18,381823.18,-179071845,256848400,-11327.7155,19613.2757,258619250,-539647.525,803283.77,1119473.1
230,27916.454,84622590,56659.5075,13651555.9,102.369195,102.12232,0,48976278,100342590000,100577325000.000016,424779910,418395690,215983015,265490220,481731845,226560560,279293575,233191980,297189050,289074580,354241820,15464982.5,19918057.5,104347275,42867527,82181075,301877900,-12512.81825,-3576.133,303521945,-727978.7,-764670.61,413088930
257,803.449075,50401472.5,24588.844,8312262.5,10.185785,8.554993,0,29315917,101299438000,101304636999.999984,392544680,374655580,262350650,272779160,446974850,276737505,286978550,277824035,330153995,346308395,392010150,12857988.5,15481895.5,87458435,42639250,88059035,296806975,-61014.449,22140.605,297926700,-6066597,2101821.8,452254975
200,1001.872775,54801797,37790.563,12622508,9.270946,7.31327,0,19674266,101731955000,101731952500,371767515,343507600,261628860,273596830,431052150,277167205,288197755,285252765,363754545,348556425,417753840,12943165,16862567,111237240,43288062.5,91056549,293786030,-83509.245,15830.5955,295236870,-7013102.7,1405632.15,479460990
26,892.18827,41454813,34626.971,14707579,15.95658,15.320539,0,34614745,101387935000,101387932999.999984,402049135,387010335,271651995,279315285,458865710,283343950,290352440,172758760,211702135,220122405,255115385,10447370.5,12920532.25,69627812.5,35237863.5,-49377831.5,298223740,-83481.782,-8215.4473,299886440,-6393028.5,-747062.48,303593925
50,77137.955,85029420,103926.505,-16750582.5,18.399413,0.569922,16.240776,5152434.6,100035894999.999984,101707325000,234077125,188775470,168319350,187962550,266204685,189352240,207686340,41459562.5,62523191.5,31786389,41829530.5,23651530.5,35151028.5,55518619,45632657,-149306125,261773780,155063.8575,34722.324,261260710,2510400.8,1123436.17,95564737
42,22396.838,88789170,27594.21,-8031001.5,6.86877,0.020211,6.865676,2713321.3,101736168000,101736163000,180918725,154169425,155339780,163047600,219211990,170060000,177326590,0,0,0,0,0,0,0,0,-170060000,249659645,13489.8225,11837.228,248815285,1346154.3,1088626.84,0
75,21165.899,62166073,169589.4,54115884,61.077327,54.534364,0.000002,19808463,83959380000,101030965000,349698545,315400560,234914160,258222795,406649140,252175735,273671365,248788115,373960380,290813170,383402040,45279435,68060787,180575495,89841753,61186951,289159335,-31182.2945,-70066.345,290788160,-963613.42,-805078.885,493938190
80,122120.407,63778857.5,181144.8,11713922.5,102.266787,91.339843,0,42488673.5,101112348000,101112985000,407843400,395084105,210406575,261178605,460757080,229134680,276032670,243485035,350195545,316646880,418488080,11028723.25,16153951,141380255,42400877.5,108905572.5,298713990,-45279.162,11405.19515,300195865,-3381339.05,574286.05,479420520
121,6037.02925,84108475,10127.1935,-1864450.35,1.421329,0.040559,1.420626,518972.1,67710905000,99229845000,129368445,102352010,139140815,146680685,192938905,168958750,176118135,376753510,426453250,111883927.5,117314650,301402815,341162580,355847245,350379865,-28315071.5,241492040,36767.7305,15930.1635,241157085,2208603.4,238875.983,496490920
177,62608.5065,79773845,130572.4575,-14720527,22.938385,3.431282,2.858061,10365130,98617825000.000016,98682245000,289307435,243669340,185475320,212150640,328411365,212712640,237410715,214764395,353312565,272842000,393963270,12698459,21302477.5,174714540,56075304,85068381.5,276433605,148365.095,-22558.937,275825150,7649629.7,-1775865.8,472495560
233,113697.748,71432453,194403.395,9127235.5,40.160232,14.084918,0,28830090,101870420000.000016,101870420000.000016,363729750,340693815,203981925,250594675,418152750,224886065,267520875,248481460,368219340,319725360,429511795,11272465.5,17028759,152369215,44924720,116786590,291880900,-33081.714,12598.8032,292996355,-2707721.065,757271.05,494041875
38,6019.05815,84108475,10129.025,-1914490.35,1.420973,0.039947,1.420271,518984.47,67710905000,99229845000,129371917,102355525,139198165,146743445,193047580,169013340,176177895,376780830,426450880,111886537.5,117314470,301424670,341160705,355843465,350378860,-28367073,241511765,2095.8647,-37566.5875,241193315,-534639.805,-2204349.3,496489730
259,25577.829,97566985,29273.2485,-5156461.3,8.1126,0.032328,8.112546,2341820.65,100818275000,100861362500,175282790,147891730,152611565,160220070,214012690,166690850,173876870,0,0,0,0,0,0,0,0,-166690850,248018900,-8669.6234,-10381.03815,247403055,-1109733.78,-1102586.15,0
213,55827.4975,68180985,128005.825,-4806451.4,22.940637,8.076072,0.465656,13778828.25,100805805000,100806690000,308098860,270603600,200601370,226490145,358794670,225249680,249018120,240171080,366581070,303508455,414163900,12546725.5,19423041.5,160256045,51924099,102270202.5,281913850,176735.57,-59633.1935,281997525,8232567.8,-3246770.75,487775930
247,17864.436,96060957.5,24120.0615,9665647.15,5.688003,0.571215,5.687972,2524134.4,101819900000,101893742000,186389830,154870620,157164300,166982565,227211490,173924035,183155645,280516.98,436529.95,337800.175,427389.6,127371.535,196505.815,624288.15,535569.35,-173305485,249708135,34215.981,-13139.2195,250933670,1465819.15,327954.6,1242836.35
211,55155.203,59618721.5,125899.2925,5703181,21.438221,6.518678,0,19834153.5,102086010000.000016,102086010000.000016,334831205,306375210,216949420,243036395,392291220,237948405,261788700,265287650,370818330,332117770,426153350,12971182.5,18505866,140928075,48954418.5,117374640,287506265,33876.56315,1446.5715,288358230,2834660.25,29144.85,496251100
103,20673.109,77824285,48390.5055,8585507.5,80.97279,80.875118,0,45821965,101030762500.000016,101030762500.000016,411802555,402157450,209263825,259233295,464876525,225435365,273585940,230071435,295869100,293426835,357256215,11119930.5,14570091.5,101859703,39819685,85785644.5,299590530,29534.9508,-17964.8366,300864840,3203293.87,-2277625.65,413080720
34,302.46354,20512676,8024.273,82654477.5,0.017205,0,0.000004,10756449.7,89738183000,101758058000,280197905,275345095,259260695,261153840,381264190,271837830,274368500,212456595,221246530,228361450,235710395,31656032.5,32965731,61328757,54155943,-29454147.5,285968000,-262174.085,-44912.7535,286050200,-1797401.25,-156637.37,303712435
160,16149.2593,63807710,61541.17,17123942,14.548266,8.8751,0,18682812.5,102226560000,102226560000,349188475,316393340,233467740,255561390,409433930,248927140,269381395,112042913,163983720,144997180,191592860,8229042.5,12206468.75,79037302,33298800.5,-91043680,289685735,11504.01275,-11148.838,291459980,656383.375,-741090.2,236920760
132,75899.234,96351548,121594.485,55447920,35.302772,14.615762,25.92843,5707901.95,100666924999.999984,100702824000,277669265,217238740,176057970,209493570,323720325,199290810,230387495,27383597.5,56933498,38432243.5,64240413,3532795.45,7302272.75,49372154.5,24008373.5,-152672595,271084515,7439.407,-7193.1815,274825920,1026163.8,-452925.9,95990370
182,55187.041,80824753,83396.24,350778,22.3326,7.512247,14.896634,7719772.85,98330188000,98330182999.999984,263644635,228826570,187454610,208090215,321565810,215137725,234274955,261869250,357640045,309687900,393225905,15741414.5,21816702,138149370,56292379.5,118651885,274023610,117476.215,-19378.392,274377330,6565443.3,-1775910.5,471938980
60,35693.95885,70409480,72076.18,14241115,10.205492,9.169561,0,27353274.5,101891704999.999984,101891700000,385806180,358362565,228283480,261554405,440846300,245275940,276023990,145745655,211944765,191518555,252709930,8856711.5,13132109,97293650,37202526.5,-39141647.5,295360840,-88906.128,-22590.2199,296892110,-6573621,-1530087.225,303427945
21,48651.9,64011662,112257.578,8052259,16.480936,7.355926,0,18362453,101797959999.999984,101797959999.999984,330752305,298796740,211621960,240958450,386803240,233291430,260141510,260893035,374067135,327094030,427803390,12371920.5,18106577.5,145988550,47500907.5,117014420,286389880,63906.5115,8644.0675,287344250,3849310.64,346287.71,496294400
216,176.730666,57943747,39607.707,9476489,6.776958,4.321382,0,23684868.5,101238935000,101238935000,388716110,356805915,272803960,280338360,436884960,286548080,293612690,248187810,338827220,315202395,393302065,11434934.5,15877442.5,118485247,41768460,47206147,295065680,-78426.772,38362.5185,296230740,-6691755,3352903.8,452239485
175,11880.581,94272600,14146.991,-12130835,3.748412,0.002008,3.748405,1652167.5,96724347000.000016,101708997500,155491385,131661950,142048050,144080305,180350395,157723555,159658435,0,0,0,0,0,0,0,0,-157723555,240325615,854.787,6421.005,236744330,70831.7245,661363.86,0
96,276.773485,74138930,49315.794,14308882.5,4.439981,1.300411,0,16725942.5,101611980500,101611980500,378933195,332030710,266244750,275903340,422963500,280958600,289782490,245939325,359186835,318534915,414857650,11132685,16510443.5,140298165,45783590,58158447,292420870,-84125.18,79182.22,293842030,-5928143,5715007.8,479415215
61,69678.801,85398975,172884.575,-15156255.5,18.451703,0.863807,7.419848,9257727.5,101286217500,102609265000.000016,278621000,226760665,180985580,206652820,306902675,199721405,223579060,29540138,55768765,39053379.5,60053932,6407220.2,12724921.25,48736102.5,28110609,-152476270,271243420,114136.14,116256.05,270797565,1513438.7,2109502.35,95981235
252,17526.42,45998382.5,94825.958,1961397.35,19.240245,16.01364,0.089835,7777759.3,80995475000,101883970000,265194265,240481380,216981650,232957330,329530700,234454700,249301685,130958585,173034985,142668170,175893260,23837802.5,31499503.5,81704915,49092232,-78853966,277752125,-85037.425,42238.648,275596285,-1386184.7,-417370.22,237305650
119,32766.379,51434370,66868.525,-7620088,7.926275,3.339314,0,13661125.5,100765495000,100775836000,295719195,274557860,209587075,230268250,364012375,233238655,252316590,286965730,365696945,344317785,414732770,15283929,19552188.5,120312328,51368454,134251912.5,283338940,96325.617,-11305.0575,283013210,6117177.45,-1338016.15,487802905
227,91803.742,82592640,206362.54,41152176,53.399907,22.490738,5.526205,15846589,101613489999.999984,101613485000,331102250,286666425,198408715,238492675,387049040,216834420,253572120,56859547,108608260,79235923,126396670,5185143.95,10070459,75890262.5,29652036,-126402945,284419070,110311.138,-16644.7155,287385985,4387816.8,-576431.35,166321730
239,33565.394,92584860,48908.475,11092051.35,9.933816,1.232082,9.880048,3493436.75,101242275000,102015575000,218316230,174217600,163935900,181082185,258643450,181066445,197068585,197405.115,380000.025,284190.775,419490.28,65212.6,124592.26,550547.2,416569.15,-180528575,258222710,13025.3543,19099.2741,259315010,984048.075,1211023.22,1088416.7
187,1077.8823,35009858.5,17352.4785,10869369,11.078344,10.835163,0,37259884,100905627000.000016,100905627000.000016,405113040,396875215,268008560,274787900,467788055,281139510,287486740,301479505,332419190,366309675,394646620,13974475.25,15547228.5,68200614.5,40368404,102897322.5,299903325,-64009.442,-8108.51,301336200,-6380617.35,-785048.55,452237435
74,19434.7405,59039621.5,29225.536,4096296.25,7.139207,3.137496,6.869541,3673449.75,78608165000.000016,102999523000,218760695,188053680,181993290,197495575,275043120,202725665,217191435,96493865,121663075,88749895,107385527.5,28086449,34832917,67103280,48791248.5,-103057892.5,265469025,111065.792,7540.103,263440935,800059.6,619339.3,166771050
243,18659.466,93582825,21121.9255,-5198438.7,4.901365,0.020453,4.901354,2357188.25,101430275000,101430273000,175042265,150859300,155889230,163539785,220230320,170168115,177398470,0,0,0,0,0,0,0,0,-170168115,249792320,13216.482,29795.08531,249350020,587158.05,2442962.4,0
91,19167.783,90547375,23528.604,-6673863.2,5.429282,0.02725,5.424072,2463052.6,101620712000,101620712000,178259750,152098900,155350600,163538440,219696385,169890150,177621395,0,0,0,0,0,0,0,0,-169890150,249654030,17440.174,13951.2925,249124075,1158024.55,1374977.75,0
133,24663.6535,75243830,44311.3315,5440087.15,9.447674,2.526906,9.336445,5614508.3,97719875000,97719875000,247236075,209439440,187177910,201636185,303270565,214794355,228268530,280526975,359199750,240652990,286054025,102669033,131693900,201953125,157290485,52418532.5,269652715,5735.208,3434.6201,270285285,334911.92,354372.6725,469166000
141,97819.8135,85481847,290434.29,-442201.68,34.99943,3.766369,9.419737,10871469,99271545000.000016,102221430000,287022575,234664660,188818995,213551035,314434875,208478210,231333045,57038823,110639965,71541532.5,112578387,12980723,24977365.5,83438629,43186370,-125633530,272366535,113445.705,84628.3,272353130,1174212.55,1300344.45,166283310
207,87.541435,42419874,8485.322,7862447,4.411637,3.922729,0,32977656.5,100732070000,100732070000,395212625,386218675,280560040,282686860,456852250,292406360,294707220,285844615,304133975,342312890,358406265,14429172.5,15490827,54710874.5,38899833.5,65914307.5,298410415,-57014.8715,-7208.74015,299558835,-6258170.5,-791636.4,413031520
232,34048.85731,60738476.5,104588.312,6486710.15,37.798794,33.612265,0,29390298,96874405000,101097350000,381495020,357725450,243688910,267702730,433819435,258854945,281199435,184575445,256249355,232290150,293224290,20840888,28970435,114063820,54453806.5,-9918663.1,294283110,-110541.615,-69106.901,295616760,-1068927.415,-886438.07,363000105
171,88896.6025,89728705,165095.54,-20587165.5,27.238169,1.133556,18.91755,7188697.6,100135715000,101077437500,271467440,211823715,172638740,199007055,292519245,190418280,214969080,6632104.5,15172454.2,10302651,18114670.5,1296509.035,2905035.35,17722136,10028281.5,-175916455,267832275,43325.4,110247.985,267711320,142113.45,1124699.35,32223958.5
179,31966.3845,68980835,39715.1435,8064086.85,9.186183,2.747311,9.178781,3894601.45,95769665000.000016,97899563000,223003800,195420000,177674635,198819840,296642365,205391350,225209615,309897480,369253760,246473640,280973450,117242695,140282515,196206630,162238670,67439398,267765590,-211349.07,49058.1585,268662280,-3958984.6,1490492.5,469037385
67,21445.39925,87308160,26879.9775,-10177675.25,6.231126,0.018502,6.22851,2656444,101815218000,101815212999.999984,177479500,151602490,154104430,160500985,213834395,169002995,175027955,0,0,0,0,0,0,0,0,-169002995,248113130,10161.59315,2999.2661,247042365,1266433.475,264143.045,0
152,8537.5105,39174020.5,34321.118,19518661.5,2.146593,1.838228,0,15175034,101946337000,102416520000,327574975,310759155,238343640,253991310,410115630,254948235,269401440,129024640,158603715,159143885,186023410,12928737,15921009.5,65504840,39110286.5,-83284630,290085360,-6276.44635,-44987.79,291476730,-510196.375,-1974707.1,237168440
226,32802.21725,76556151.5,118521.77,58187534,113.921608,112.892761,0,34780526,89631297499.999984,100680140000,390137955,372137055,198738365,257485460,450864045,216874040,272894380,251524580,351779235,295246200,376383925,45777473,64023818,160860560,82939477.5,101652590,296855665,-60467.352,-79787.622,298316685,-1269238.12,-1491512.7,479387175
263,71652.285,77892015,106066.7625,712922.8,24.610876,4.333944,16.560539,7649555.8,98163735000,98163735000,267956830,226674805,185483400,207274815,318017690,213662770,233780030,249689775,357770475,298792060,393105600,14883443.5,21774055,148855945,56463789,109460770,273337040,121069.918,13815.01075,273614805,6413896.1,-300142.235,471979475
