0.008870623530610192	Original
0.011831654964731271	Random
0.013300669858952775	Random
0.008880323019750308	Random
0.008886974098018086	Random
0.010327428697778335	Random
0.01332006883723371	Random
0.013300669858952249	Random
0.010360423044419432	Random
0.013300669858952986	Random
0.008886974098019307	Random
0.007398005968992841	Random
0.007394680429857091	Random
0.010342686835703559	Random
0.010360977300941127	Random
0.008878105993661622	Random
0.010360423044419675	Random
0.010353315397203584	Random
0.013300669858953005	Random
0.00593813630738646	Random
0.008876166095829691	Random
0.008878105993661584	Random
0.008886974098018384	Random
0.013300669858954587	Random
0.008888636867585287	Random
0.49981038948301093	Random
0.011821955475590673	Random
0.008879491634967984	Random
0.008871454915395625	Random
0.011821955475589998	Random
0.01183747465821458	Random
0.008862863939300329	Random
0.00887616609583311	Random
0.010342686835706463	Random
0.013300669858953855	Random
0.008878105993659019	Random
0.011821955475589818	Random
0.01035183206832211	Random
0.007390523505938012	Random
0.01182195547559007	Random
0.007411308125526196	Random
0.007396343199425975	Random
0.008876166095831597	Random
0.008880323019754138	Random
0.010342686835704891	Random
0.01182195547558948	Random
0.00887949163496712	Random
0.005926727367557536	Random
0.350694444444568	Random
0.010360423044418346	Random
0.010342686835704497	Random
0.01182195547559518	Random
0.0059184602008424125	Random
0.00592344850954607	Random
0.008870623530610883	Random
0.0118219554755899	Random
0.013300669858953553	Random
0.010351832068321841	Random
0.00887949163496829	Random
0.008862863939295803	Random
0.010342686835705838	Random
0.011821955475591258	Random
0.007389692121157658	Random
0.010342686835703137	Random
0.010342686835702747	Random
0.010354326222677	Random
0.007411308125527122	Random
0.008861580931356389	Random
0.011831654964727942	Random
0.00887616609583819	Random
0.008878105993660082	Random
0.007394680429863326	Random
0.008879491634966279	Random
0.007398005968991862	Random
0.01180298901792634	Random
0.010360423044418058	Random
0.010354326222671129	Random
0.011821955475591717	Random
0.008862863939297434	Random
0.27777777777787493	Random
0.008878105993660484	Random
0.010342686835704828	Random
0.007392463403771439	Random
0.007403271405953371	Random
0.0073905235059416	Random
0.008879491634963765	Random
0.007394680429860576	Random
0.007398005968992538	Random
0.007398005968995157	Random
0.005920677226932264	Random
0.013300669858952816	Random
0.007404102790736167	Random
0.008879491634972064	Random
0.007416804835510255	Random
0.01034268683570344	Random
0.010362085813984694	Random
0.00887810599366253	Random
0.010342686835702912	Random
0.00592815968998367	Random
0.010362085813982208	Random
0.00887810599366018	Random
